repo,user,week,commit_count,pr_created,pr_closed,pr_consumption_rate
langchain,ayushzenith,2023-09-04,0.0,1.0,1.0,1.0
langchain,azamiftikhar1000,2023-04-10,0.0,2.0,2.0,1.0
langchain,azamiftikhar1000,2023-04-17,0.0,3.0,3.0,1.0
langchain,azamiftikhar1000,2023-04-24,0.0,1.0,1.0,1.0
langchain,azat-manukyan,2024-11-11,0.0,1.0,1.0,1.0
langchain,azurewtl,2024-03-25,0.0,1.0,1.0,1.0
langchain,b8zhong,2025-02-17,0.0,1.0,0.0,0.0
langchain,ba230t,2023-10-30,0.0,1.0,1.0,1.0
langchain,babbldev,2023-01-09,0.0,1.0,1.0,1.0
langchain,back2nix,2024-04-22,0.0,1.0,1.0,1.0
langchain,badbye,2023-12-18,0.0,1.0,1.0,1.0
langchain,baf509,2023-12-04,0.0,1.0,1.0,1.0
langchain,bafMdb,2023-06-12,0.0,2.0,2.0,1.0
langchain,baichuan-assistant,2023-12-25,0.0,1.0,1.0,1.0
langchain,baichuan-assistant,2024-01-22,0.0,1.0,1.0,1.0
langchain,baichuan-assistant,2024-01-29,0.0,1.0,1.0,1.0
langchain,bair82,2023-01-23,0.0,1.0,1.0,1.0
langchain,bakar-io,2024-05-13,0.0,1.0,1.0,1.0
langchain,bakebrain,2023-04-10,0.0,1.0,1.0,1.0
langchain,balaba-max,2023-12-04,0.0,1.0,1.0,1.0
langchain,balachidam21,2024-03-11,0.0,1.0,1.0,1.0
langchain,balloonio,2024-03-25,0.0,1.0,1.0,1.0
langchain,balloonio,2024-04-08,0.0,4.0,4.0,1.0
langchain,balnarendrasapa,2023-07-10,0.0,1.0,1.0,1.0
langchain,balnarendrasapa,2023-07-17,0.0,1.0,1.0,1.0
langchain,balnarendrasapa,2023-07-31,0.0,2.0,2.0,1.0
langchain,balusu-bhanu-prakash,2024-06-24,0.0,1.0,1.0,1.0
langchain,balvisio,2024-03-11,0.0,1.0,1.0,1.0
langchain,balvisio,2024-05-20,0.0,1.0,1.0,1.0
langchain,balvisio,2025-01-06,0.0,1.0,1.0,1.0
langchain,bamurtaugh,2023-06-12,0.0,1.0,1.0,1.0
langchain,bandadismas,2024-07-08,0.0,2.0,2.0,1.0
langchain,baptiste-pasquier,2024-09-23,0.0,1.0,1.0,1.0
langchain,baptiste-pasquier,2024-09-30,0.0,2.0,2.0,1.0
langchain,baptistebignaud,2023-09-04,0.0,1.0,1.0,1.0
langchain,bare-metal-gpu,2023-02-27,0.0,1.0,1.0,1.0
langchain,barrald,2024-12-16,0.0,1.0,1.0,1.0
langchain,barseghyanartur,2024-10-14,0.0,2.0,2.0,1.0
langchain,bashiryounis,2023-05-15,0.0,1.0,1.0,1.0
langchain,basirsedighi,2024-07-08,0.0,1.0,1.0,1.0
langchain,baskargopinath,2024-06-10,0.0,4.0,4.0,1.0
langchain,baskargopinath,2024-06-17,0.0,3.0,3.0,1.0
langchain,baskaryan,2022-10-23,0.0,0.0,0.0,
langchain,baskaryan,2022-10-30,0.0,0.0,0.0,
langchain,baskaryan,2022-11-06,0.0,0.0,0.0,
langchain,baskaryan,2022-11-07,0.0,1.0,1.0,1.0
langchain,baskaryan,2022-11-13,0.0,0.0,0.0,
langchain,baskaryan,2022-11-20,0.0,0.0,0.0,
langchain,baskaryan,2022-11-27,1.0,0.0,0.0,
langchain,baskaryan,2022-12-04,0.0,0.0,0.0,
langchain,baskaryan,2022-12-11,0.0,0.0,0.0,
langchain,baskaryan,2022-12-18,0.0,0.0,0.0,
langchain,baskaryan,2022-12-25,0.0,0.0,0.0,
langchain,baskaryan,2023-01-01,0.0,0.0,0.0,
langchain,baskaryan,2023-01-08,0.0,0.0,0.0,
langchain,baskaryan,2023-01-15,0.0,0.0,0.0,
langchain,baskaryan,2023-01-22,0.0,0.0,0.0,
langchain,baskaryan,2023-01-29,1.0,0.0,0.0,
langchain,baskaryan,2023-01-30,0.0,1.0,1.0,1.0
langchain,baskaryan,2023-02-05,0.0,0.0,0.0,
langchain,baskaryan,2023-02-12,0.0,0.0,0.0,
langchain,baskaryan,2023-02-19,0.0,0.0,0.0,
langchain,baskaryan,2023-02-26,0.0,0.0,0.0,
langchain,baskaryan,2023-03-05,0.0,0.0,0.0,
langchain,baskaryan,2023-03-12,0.0,0.0,0.0,
langchain,baskaryan,2023-03-19,0.0,0.0,0.0,
langchain,baskaryan,2023-03-26,0.0,0.0,0.0,
langchain,baskaryan,2023-04-02,0.0,0.0,0.0,
langchain,baskaryan,2023-04-09,0.0,0.0,0.0,
langchain,baskaryan,2023-04-16,0.0,0.0,0.0,
langchain,baskaryan,2023-04-23,0.0,0.0,0.0,
langchain,baskaryan,2023-04-30,0.0,0.0,0.0,
langchain,baskaryan,2023-05-07,0.0,0.0,0.0,
langchain,baskaryan,2023-05-14,0.0,0.0,0.0,
langchain,baskaryan,2023-05-21,0.0,0.0,0.0,
langchain,baskaryan,2023-05-28,0.0,0.0,0.0,
langchain,baskaryan,2023-06-04,0.0,0.0,0.0,
langchain,baskaryan,2023-06-11,0.0,0.0,0.0,
langchain,baskaryan,2023-06-18,0.0,0.0,0.0,
langchain,baskaryan,2023-06-25,7.0,0.0,0.0,
langchain,baskaryan,2023-06-26,0.0,7.0,7.0,1.0
langchain,baskaryan,2023-07-02,39.0,0.0,0.0,
langchain,baskaryan,2023-07-03,0.0,18.0,18.0,1.0
langchain,baskaryan,2023-07-09,47.0,0.0,0.0,
langchain,baskaryan,2023-07-10,0.0,21.0,21.0,1.0
langchain,baskaryan,2023-07-16,44.0,0.0,0.0,
langchain,baskaryan,2023-07-17,0.0,19.0,19.0,1.0
langchain,baskaryan,2023-07-23,60.0,0.0,0.0,
langchain,baskaryan,2023-07-24,0.0,23.0,23.0,1.0
langchain,baskaryan,2023-07-30,35.0,0.0,0.0,
langchain,baskaryan,2023-07-31,0.0,21.0,21.0,1.0
langchain,baskaryan,2023-08-06,73.0,0.0,0.0,
langchain,baskaryan,2023-08-07,0.0,39.0,39.0,1.0
langchain,baskaryan,2023-08-13,49.0,0.0,0.0,
langchain,baskaryan,2023-08-14,0.0,25.0,25.0,1.0
langchain,baskaryan,2023-08-20,51.0,0.0,0.0,
langchain,baskaryan,2023-08-21,0.0,25.0,25.0,1.0
langchain,baskaryan,2023-08-27,61.0,0.0,0.0,
langchain,baskaryan,2023-08-28,0.0,31.0,31.0,1.0
langchain,baskaryan,2023-09-03,43.0,0.0,0.0,
langchain,baskaryan,2023-09-04,0.0,20.0,20.0,1.0
langchain,baskaryan,2023-09-10,37.0,0.0,0.0,
langchain,baskaryan,2023-09-11,0.0,30.0,30.0,1.0
langchain,baskaryan,2023-09-17,51.0,0.0,0.0,
langchain,baskaryan,2023-09-18,0.0,36.0,36.0,1.0
langchain,baskaryan,2023-09-24,41.0,0.0,0.0,
langchain,baskaryan,2023-09-25,0.0,23.0,23.0,1.0
langchain,baskaryan,2023-10-01,33.0,0.0,0.0,
langchain,baskaryan,2023-10-02,0.0,15.0,15.0,1.0
langchain,baskaryan,2023-10-08,49.0,0.0,0.0,
langchain,baskaryan,2023-10-09,0.0,26.0,26.0,1.0
langchain,baskaryan,2023-10-15,35.0,0.0,0.0,
langchain,baskaryan,2023-10-16,0.0,21.0,21.0,1.0
langchain,baskaryan,2023-10-22,37.0,0.0,0.0,
langchain,baskaryan,2023-10-23,0.0,36.0,36.0,1.0
langchain,baskaryan,2023-10-29,39.0,0.0,0.0,
langchain,baskaryan,2023-10-30,0.0,12.0,12.0,1.0
langchain,baskaryan,2023-11-05,48.0,0.0,0.0,
langchain,baskaryan,2023-11-06,0.0,44.0,44.0,1.0
langchain,baskaryan,2023-11-12,26.0,0.0,0.0,
langchain,baskaryan,2023-11-13,0.0,21.0,21.0,1.0
langchain,baskaryan,2023-11-19,36.0,0.0,0.0,
langchain,baskaryan,2023-11-20,0.0,32.0,32.0,1.0
langchain,baskaryan,2023-11-26,40.0,0.0,0.0,
langchain,baskaryan,2023-11-27,0.0,20.0,20.0,1.0
langchain,baskaryan,2023-12-03,19.0,0.0,0.0,
langchain,baskaryan,2023-12-04,0.0,14.0,14.0,1.0
langchain,baskaryan,2023-12-10,34.0,0.0,0.0,
langchain,baskaryan,2023-12-11,0.0,33.0,33.0,1.0
langchain,baskaryan,2023-12-17,24.0,0.0,0.0,
langchain,baskaryan,2023-12-18,0.0,13.0,13.0,1.0
langchain,baskaryan,2023-12-24,6.0,0.0,0.0,
langchain,baskaryan,2023-12-25,0.0,7.0,7.0,1.0
langchain,baskaryan,2023-12-31,34.0,0.0,0.0,
langchain,baskaryan,2024-01-01,0.0,39.0,39.0,1.0
langchain,baskaryan,2024-01-07,14.0,0.0,0.0,
langchain,baskaryan,2024-01-08,0.0,19.0,19.0,1.0
langchain,baskaryan,2024-01-14,31.0,0.0,0.0,
langchain,baskaryan,2024-01-15,0.0,25.0,25.0,1.0
langchain,baskaryan,2024-01-21,36.0,0.0,0.0,
langchain,baskaryan,2024-01-22,0.0,30.0,30.0,1.0
langchain,baskaryan,2024-01-28,21.0,0.0,0.0,
langchain,baskaryan,2024-01-29,0.0,20.0,20.0,1.0
langchain,baskaryan,2024-02-04,40.0,0.0,0.0,
langchain,baskaryan,2024-02-05,0.0,27.0,27.0,1.0
langchain,baskaryan,2024-02-11,39.0,0.0,0.0,
langchain,baskaryan,2024-02-12,0.0,18.0,18.0,1.0
langchain,baskaryan,2024-02-18,30.0,0.0,0.0,
langchain,baskaryan,2024-02-19,0.0,20.0,20.0,1.0
langchain,baskaryan,2024-02-25,25.0,0.0,0.0,
langchain,baskaryan,2024-02-26,0.0,17.0,17.0,1.0
langchain,baskaryan,2024-03-03,22.0,0.0,0.0,
langchain,baskaryan,2024-03-04,0.0,12.0,12.0,1.0
langchain,baskaryan,2024-03-10,22.0,0.0,0.0,
langchain,baskaryan,2024-03-11,0.0,16.0,16.0,1.0
langchain,baskaryan,2024-03-17,19.0,0.0,0.0,
langchain,baskaryan,2024-03-18,0.0,6.0,6.0,1.0
langchain,baskaryan,2024-03-24,86.0,0.0,0.0,
langchain,baskaryan,2024-03-25,0.0,9.0,9.0,1.0
langchain,baskaryan,2024-03-31,31.0,0.0,0.0,
langchain,baskaryan,2024-04-01,0.0,21.0,21.0,1.0
langchain,baskaryan,2024-04-07,47.0,0.0,0.0,
langchain,baskaryan,2024-04-08,0.0,39.0,39.0,1.0
langchain,baskaryan,2024-04-14,20.0,0.0,0.0,
langchain,baskaryan,2024-04-15,0.0,12.0,12.0,1.0
langchain,baskaryan,2024-04-21,43.0,0.0,0.0,
langchain,baskaryan,2024-04-22,0.0,9.0,9.0,1.0
langchain,baskaryan,2024-04-28,31.0,0.0,0.0,
langchain,baskaryan,2024-04-29,0.0,10.0,10.0,1.0
langchain,baskaryan,2024-05-05,6.0,0.0,0.0,
langchain,baskaryan,2024-05-12,21.0,0.0,0.0,
langchain,baskaryan,2024-05-13,0.0,21.0,21.0,1.0
langchain,baskaryan,2024-05-19,38.0,0.0,0.0,
langchain,baskaryan,2024-05-20,0.0,18.0,18.0,1.0
langchain,baskaryan,2024-05-26,16.0,0.0,0.0,
langchain,baskaryan,2024-05-27,0.0,15.0,14.0,0.9333333333333333
langchain,baskaryan,2024-06-02,37.0,0.0,0.0,
langchain,baskaryan,2024-06-03,0.0,24.0,24.0,1.0
langchain,baskaryan,2024-06-09,18.0,0.0,0.0,
langchain,baskaryan,2024-06-10,0.0,4.0,4.0,1.0
langchain,baskaryan,2024-06-16,31.0,0.0,0.0,
langchain,baskaryan,2024-06-17,0.0,32.0,32.0,1.0
langchain,baskaryan,2024-06-23,24.0,0.0,0.0,
langchain,baskaryan,2024-06-24,0.0,23.0,23.0,1.0
langchain,baskaryan,2024-06-30,15.0,0.0,0.0,
langchain,baskaryan,2024-07-01,0.0,11.0,11.0,1.0
langchain,baskaryan,2024-07-07,19.0,0.0,0.0,
langchain,baskaryan,2024-07-08,0.0,22.0,22.0,1.0
langchain,baskaryan,2024-07-14,30.0,0.0,0.0,
langchain,baskaryan,2024-07-15,0.0,22.0,22.0,1.0
langchain,baskaryan,2024-07-21,23.0,0.0,0.0,
langchain,baskaryan,2024-07-22,0.0,19.0,19.0,1.0
langchain,baskaryan,2024-07-28,31.0,0.0,0.0,
langchain,baskaryan,2024-07-29,0.0,32.0,32.0,1.0
langchain,baskaryan,2024-08-04,22.0,0.0,0.0,
langchain,baskaryan,2024-08-05,0.0,20.0,20.0,1.0
langchain,baskaryan,2024-08-11,17.0,0.0,0.0,
langchain,baskaryan,2024-08-12,0.0,21.0,21.0,1.0
langchain,baskaryan,2024-08-18,28.0,0.0,0.0,
langchain,baskaryan,2024-08-19,0.0,23.0,22.0,0.9565217391304348
langchain,baskaryan,2024-08-25,17.0,0.0,0.0,
langchain,baskaryan,2024-08-26,0.0,11.0,11.0,1.0
langchain,baskaryan,2024-09-01,32.0,0.0,0.0,
langchain,baskaryan,2024-09-02,0.0,43.0,43.0,1.0
langchain,baskaryan,2024-09-08,21.0,0.0,0.0,
langchain,baskaryan,2024-09-09,0.0,51.0,51.0,1.0
langchain,baskaryan,2024-09-15,17.0,0.0,0.0,
langchain,baskaryan,2024-09-16,0.0,18.0,18.0,1.0
langchain,baskaryan,2024-09-22,4.0,0.0,0.0,
langchain,baskaryan,2024-09-23,0.0,3.0,3.0,1.0
langchain,baskaryan,2024-09-29,22.0,0.0,0.0,
langchain,baskaryan,2024-09-30,0.0,22.0,22.0,1.0
langchain,baskaryan,2024-10-06,3.0,0.0,0.0,
langchain,baskaryan,2024-10-07,0.0,4.0,4.0,1.0
langchain,baskaryan,2024-10-13,1.0,0.0,0.0,
langchain,baskaryan,2024-10-20,10.0,0.0,0.0,
langchain,baskaryan,2024-10-21,0.0,10.0,8.0,0.8
langchain,baskaryan,2024-10-27,16.0,0.0,0.0,
langchain,baskaryan,2024-10-28,0.0,30.0,28.0,0.9333333333333333
langchain,baskaryan,2024-11-03,9.0,0.0,0.0,
langchain,baskaryan,2024-11-04,0.0,4.0,4.0,1.0
langchain,baskaryan,2024-11-10,5.0,0.0,0.0,
langchain,baskaryan,2024-11-11,0.0,4.0,4.0,1.0
langchain,baskaryan,2024-11-17,0.0,0.0,0.0,
langchain,baskaryan,2024-11-24,5.0,0.0,0.0,
langchain,baskaryan,2024-11-25,0.0,5.0,5.0,1.0
langchain,baskaryan,2024-12-01,4.0,0.0,0.0,
langchain,baskaryan,2024-12-02,0.0,8.0,7.0,0.875
langchain,baskaryan,2024-12-08,13.0,0.0,0.0,
langchain,baskaryan,2024-12-09,0.0,9.0,9.0,1.0
langchain,baskaryan,2024-12-15,12.0,0.0,0.0,
langchain,baskaryan,2024-12-16,0.0,8.0,8.0,1.0
langchain,baskaryan,2024-12-22,1.0,0.0,0.0,
langchain,baskaryan,2024-12-23,0.0,1.0,1.0,1.0
langchain,baskaryan,2024-12-29,1.0,0.0,0.0,
langchain,baskaryan,2024-12-30,0.0,1.0,1.0,1.0
langchain,baskaryan,2025-01-05,4.0,0.0,0.0,
langchain,baskaryan,2025-01-06,0.0,4.0,1.0,0.25
langchain,baskaryan,2025-01-12,1.0,0.0,0.0,
langchain,baskaryan,2025-01-13,0.0,2.0,1.0,0.5
langchain,baskaryan,2025-01-19,5.0,0.0,0.0,
langchain,baskaryan,2025-01-20,0.0,5.0,5.0,1.0
langchain,baskaryan,2025-01-26,0.0,0.0,0.0,
langchain,baskaryan,2025-02-02,0.0,0.0,0.0,
langchain,baskaryan,2025-02-09,0.0,0.0,0.0,
langchain,baskaryan,2025-02-16,1.0,0.0,0.0,
langchain,baskaryan,2025-02-17,0.0,1.0,1.0,1.0
langchain,basso1995,2024-11-18,0.0,1.0,1.0,1.0
langchain,batmanscode,2023-02-13,0.0,1.0,1.0,1.0
langchain,bauerem,2024-11-18,0.0,2.0,2.0,1.0
langchain,baur-krykpayev,2024-06-10,0.0,1.0,1.0,1.0
langchain,bbaltagi-dtsl,2024-09-30,0.0,1.0,1.0,1.0
langchain,bborn,2022-10-23,0.0,0.0,0.0,
langchain,bborn,2022-10-30,0.0,0.0,0.0,
langchain,bborn,2022-11-06,0.0,0.0,0.0,
langchain,bborn,2022-11-13,0.0,0.0,0.0,
langchain,bborn,2022-11-20,0.0,0.0,0.0,
langchain,bborn,2022-11-27,0.0,0.0,0.0,
langchain,bborn,2022-12-04,0.0,0.0,0.0,
langchain,bborn,2022-12-11,0.0,0.0,0.0,
langchain,bborn,2022-12-18,0.0,0.0,0.0,
langchain,bborn,2022-12-25,2.0,0.0,0.0,
langchain,bborn,2022-12-26,0.0,4.0,4.0,1.0
langchain,bborn,2023-01-01,1.0,0.0,0.0,
langchain,bborn,2023-01-08,0.0,0.0,0.0,
langchain,bborn,2023-01-15,2.0,0.0,0.0,
langchain,bborn,2023-01-16,0.0,3.0,3.0,1.0
langchain,bborn,2023-01-22,1.0,0.0,0.0,
langchain,bborn,2023-01-29,0.0,0.0,0.0,
langchain,bborn,2023-02-05,0.0,0.0,0.0,
langchain,bborn,2023-02-06,0.0,1.0,1.0,1.0
langchain,bborn,2023-02-12,1.0,0.0,0.0,
langchain,bborn,2023-02-13,0.0,2.0,2.0,1.0
langchain,bborn,2023-02-19,0.0,0.0,0.0,
langchain,bborn,2023-02-26,0.0,0.0,0.0,
langchain,bborn,2023-03-05,0.0,0.0,0.0,
langchain,bborn,2023-03-12,0.0,0.0,0.0,
langchain,bborn,2023-03-13,0.0,1.0,1.0,1.0
langchain,bborn,2023-03-19,0.0,0.0,0.0,
langchain,bborn,2023-03-20,0.0,1.0,1.0,1.0
langchain,bborn,2023-03-26,0.0,0.0,0.0,
langchain,bborn,2023-04-02,0.0,0.0,0.0,
langchain,bborn,2023-04-09,0.0,0.0,0.0,
langchain,bborn,2023-04-16,0.0,0.0,0.0,
langchain,bborn,2023-04-23,0.0,0.0,0.0,
langchain,bborn,2023-04-30,0.0,0.0,0.0,
langchain,bborn,2023-05-07,0.0,0.0,0.0,
langchain,bborn,2023-05-14,0.0,0.0,0.0,
langchain,bborn,2023-05-21,0.0,0.0,0.0,
langchain,bborn,2023-05-28,0.0,0.0,0.0,
langchain,bborn,2023-06-04,0.0,0.0,0.0,
langchain,bborn,2023-06-11,0.0,0.0,0.0,
langchain,bborn,2023-06-18,0.0,0.0,0.0,
langchain,bborn,2023-06-25,0.0,0.0,0.0,
langchain,bborn,2023-07-02,1.0,0.0,0.0,
langchain,bborn,2023-07-03,0.0,1.0,1.0,1.0
langchain,bborn,2023-07-09,0.0,0.0,0.0,
langchain,bborn,2023-07-16,0.0,0.0,0.0,
langchain,bborn,2023-07-23,0.0,0.0,0.0,
langchain,bborn,2023-07-30,1.0,0.0,0.0,
langchain,bborn,2023-07-31,0.0,2.0,2.0,1.0
langchain,bborn,2023-08-06,1.0,0.0,0.0,
langchain,bborn,2023-08-13,0.0,0.0,0.0,
langchain,bborn,2023-08-20,0.0,0.0,0.0,
langchain,bborn,2023-08-27,0.0,0.0,0.0,
langchain,bborn,2023-09-03,0.0,0.0,0.0,
langchain,bborn,2023-09-10,0.0,0.0,0.0,
langchain,bborn,2023-09-17,0.0,0.0,0.0,
langchain,bborn,2023-09-24,0.0,0.0,0.0,
langchain,bborn,2023-10-01,0.0,0.0,0.0,
langchain,bborn,2023-10-08,0.0,0.0,0.0,
langchain,bborn,2023-10-15,0.0,0.0,0.0,
langchain,bborn,2023-10-22,0.0,0.0,0.0,
langchain,bborn,2023-10-29,0.0,0.0,0.0,
langchain,bborn,2023-11-05,0.0,0.0,0.0,
langchain,bborn,2023-11-12,0.0,0.0,0.0,
langchain,bborn,2023-11-19,0.0,0.0,0.0,
langchain,bborn,2023-11-26,0.0,0.0,0.0,
langchain,bborn,2023-12-03,0.0,0.0,0.0,
langchain,bborn,2023-12-10,0.0,0.0,0.0,
langchain,bborn,2023-12-17,0.0,0.0,0.0,
langchain,bborn,2023-12-24,0.0,0.0,0.0,
langchain,bborn,2023-12-31,0.0,0.0,0.0,
langchain,bborn,2024-01-07,0.0,0.0,0.0,
langchain,bborn,2024-01-14,0.0,0.0,0.0,
langchain,bborn,2024-01-21,0.0,0.0,0.0,
langchain,bborn,2024-01-28,0.0,0.0,0.0,
langchain,bborn,2024-02-04,0.0,0.0,0.0,
langchain,bborn,2024-02-11,0.0,0.0,0.0,
langchain,bborn,2024-02-18,0.0,0.0,0.0,
langchain,bborn,2024-02-25,0.0,0.0,0.0,
langchain,bborn,2024-03-03,0.0,0.0,0.0,
langchain,bborn,2024-03-10,0.0,0.0,0.0,
langchain,bborn,2024-03-17,0.0,0.0,0.0,
langchain,bborn,2024-03-24,0.0,0.0,0.0,
langchain,bborn,2024-03-31,0.0,0.0,0.0,
langchain,bborn,2024-04-07,0.0,0.0,0.0,
langchain,bborn,2024-04-14,0.0,0.0,0.0,
langchain,bborn,2024-04-21,0.0,0.0,0.0,
langchain,bborn,2024-04-28,0.0,0.0,0.0,
langchain,bborn,2024-05-05,0.0,0.0,0.0,
langchain,bborn,2024-05-12,0.0,0.0,0.0,
langchain,bborn,2024-05-19,0.0,0.0,0.0,
langchain,bborn,2024-05-26,0.0,0.0,0.0,
langchain,bborn,2024-06-02,0.0,0.0,0.0,
langchain,bborn,2024-06-09,0.0,0.0,0.0,
langchain,bborn,2024-06-16,0.0,0.0,0.0,
langchain,bborn,2024-06-23,0.0,0.0,0.0,
langchain,bborn,2024-06-30,0.0,0.0,0.0,
langchain,bborn,2024-07-07,0.0,0.0,0.0,
langchain,bborn,2024-07-14,0.0,0.0,0.0,
langchain,bborn,2024-07-21,0.0,0.0,0.0,
langchain,bborn,2024-07-28,0.0,0.0,0.0,
langchain,bborn,2024-08-04,0.0,0.0,0.0,
langchain,bborn,2024-08-11,0.0,0.0,0.0,
langchain,bborn,2024-08-18,0.0,0.0,0.0,
langchain,bborn,2024-08-25,0.0,0.0,0.0,
langchain,bborn,2024-09-01,0.0,0.0,0.0,
langchain,bborn,2024-09-08,0.0,0.0,0.0,
langchain,bborn,2024-09-15,0.0,0.0,0.0,
langchain,bborn,2024-09-22,0.0,0.0,0.0,
langchain,bborn,2024-09-29,0.0,0.0,0.0,
langchain,bborn,2024-10-06,0.0,0.0,0.0,
langchain,bborn,2024-10-13,0.0,0.0,0.0,
langchain,bborn,2024-10-20,0.0,0.0,0.0,
langchain,bborn,2024-10-27,0.0,0.0,0.0,
langchain,bborn,2024-11-03,0.0,0.0,0.0,
langchain,bborn,2024-11-10,0.0,0.0,0.0,
langchain,bborn,2024-11-17,0.0,0.0,0.0,
langchain,bborn,2024-11-24,0.0,0.0,0.0,
langchain,bborn,2024-12-01,0.0,0.0,0.0,
langchain,bborn,2024-12-08,0.0,0.0,0.0,
langchain,bborn,2024-12-15,0.0,0.0,0.0,
langchain,bborn,2024-12-22,0.0,0.0,0.0,
langchain,bborn,2024-12-29,0.0,0.0,0.0,
langchain,bborn,2025-01-05,0.0,0.0,0.0,
langchain,bborn,2025-01-12,0.0,0.0,0.0,
langchain,bborn,2025-01-19,0.0,0.0,0.0,
langchain,bborn,2025-01-26,0.0,0.0,0.0,
langchain,bborn,2025-02-02,0.0,0.0,0.0,
langchain,bborn,2025-02-09,0.0,0.0,0.0,
langchain,bborn,2025-02-16,0.0,0.0,0.0,
langchain,bburgin,2024-01-01,0.0,1.0,1.0,1.0
langchain,bburgin,2024-11-11,0.0,1.0,1.0,1.0
langchain,bdcorps,2023-04-10,0.0,1.0,1.0,1.0
langchain,beaterblank,2023-07-24,0.0,1.0,1.0,1.0
langchain,bechbd,2024-03-11,0.0,1.0,1.0,1.0
langchain,bechbd,2024-03-25,0.0,1.0,1.0,1.0
langchain,beddows,2023-10-23,0.0,1.0,1.0,1.0
langchain,bekmuradov,2023-10-02,0.0,1.0,1.0,1.0
langchain,benchello,2023-10-02,0.0,1.0,1.0,1.0
langchain,benchello,2023-10-09,0.0,1.0,1.0,1.0
langchain,benchello,2023-10-16,0.0,1.0,1.0,1.0
langchain,bencrouse,2023-06-26,0.0,1.0,1.0,1.0
langchain,bengahtan,2023-03-13,0.0,1.0,1.0,1.0
langchain,bengeois,2024-12-23,0.0,1.0,1.0,1.0
langchain,benharris2510,2023-05-29,0.0,1.0,1.0,1.0
langchain,benheckmann,2023-03-27,0.0,2.0,2.0,1.0
langchain,benitoThree,2023-12-25,0.0,1.0,1.0,1.0
langchain,benitoThree,2024-02-05,0.0,2.0,2.0,1.0
langchain,benjamintanweihao,2023-04-10,0.0,1.0,1.0,1.0
langchain,benjibc,2024-02-12,0.0,1.0,1.0,1.0
langchain,benjibc,2024-02-26,0.0,1.0,1.0,1.0
langchain,benman1,2023-07-10,0.0,1.0,1.0,1.0
langchain,benman1,2023-07-31,0.0,1.0,1.0,1.0
langchain,benx13,2024-09-30,0.0,1.0,1.0,1.0
langchain,benzhu56,2023-11-20,0.0,1.0,1.0,1.0
langchain,berkecanrizai,2023-12-18,0.0,1.0,1.0,1.0
langchain,berkedilekoglu,2023-04-24,0.0,1.0,1.0,1.0
langchain,berkedilekoglu,2023-05-29,0.0,1.0,1.0,1.0
langchain,berkedilekoglu,2023-06-05,0.0,2.0,2.0,1.0
langchain,berkedilekoglu,2023-06-19,0.0,1.0,1.0,1.0
langchain,berlogb,2023-06-19,0.0,1.0,1.0,1.0
langchain,bernie-g,2023-01-09,0.0,1.0,1.0,1.0
langchain,bfgray3,2023-04-24,0.0,1.0,1.0,1.0
langchain,bfortunato,2023-12-11,0.0,1.0,1.0,1.0
langchain,bgdsh,2024-02-26,0.0,1.0,1.0,1.0
langchain,bhadreshpsavani,2024-01-08,0.0,1.0,1.0,1.0
langchain,bhadreshpsavani,2024-07-01,0.0,1.0,1.0,1.0
langchain,bhadreshpsavani,2024-09-09,0.0,1.0,1.0,1.0
langchain,bhadreshpsavani,2024-09-30,0.0,1.0,1.0,1.0
langchain,bhalder,2024-02-12,0.0,1.0,1.0,1.0
langchain,bhalder,2024-02-26,0.0,1.0,1.0,1.0
langchain,bhalder,2024-03-11,0.0,2.0,2.0,1.0
langchain,bhalder,2024-03-18,0.0,1.0,1.0,1.0
langchain,bhanu-pappala,2023-10-02,0.0,1.0,1.0,1.0
langchain,bharat-p,2023-07-24,0.0,2.0,2.0,1.0
langchain,bharatl,2023-09-25,0.0,1.0,1.0,1.0
langchain,bharatr21,2023-07-24,0.0,2.0,2.0,1.0
langchain,bharatr21,2023-07-31,0.0,1.0,1.0,1.0
langchain,bhardwaj-vipul,2024-05-27,0.0,1.0,1.0,1.0
langchain,bhashithe,2023-06-19,0.0,1.0,1.0,1.0
langchain,bhashithe-air,2023-07-17,0.0,1.0,1.0,1.0
langchain,bhatt-priyadutt,2023-10-30,0.0,1.0,1.0,1.0
langchain,bhavan-kaya,2024-04-01,0.0,1.0,1.0,1.0
langchain,bhavishpahwa,2023-07-31,0.0,1.0,1.0,1.0
langchain,bhavishpahwa,2023-09-18,0.0,1.0,1.0,1.0
langchain,bheroder,2023-07-24,0.0,1.0,1.0,1.0
langchain,bholagabbar,2023-10-02,0.0,1.0,1.0,1.0
langchain,bhperry,2023-05-29,0.0,1.0,1.0,1.0
langchain,bhperry,2023-06-05,0.0,1.0,1.0,1.0
langchain,biertje72,2024-04-08,0.0,1.0,1.0,1.0
langchain,bilkoh,2024-05-06,0.0,1.0,1.0,1.0
langchain,billpku,2024-07-15,0.0,1.0,1.0,1.0
langchain,billvsme,2023-10-02,0.0,1.0,1.0,1.0
langchain,billytrend-cohere,2022-10-23,0.0,0.0,0.0,
langchain,billytrend-cohere,2022-10-30,0.0,0.0,0.0,
langchain,billytrend-cohere,2022-11-06,0.0,0.0,0.0,
langchain,billytrend-cohere,2022-11-13,0.0,0.0,0.0,
langchain,billytrend-cohere,2022-11-20,0.0,0.0,0.0,
